Date;Volume_Cumulative_base;Volume_Cumulative_SSP1_26;Volume_Cumulative_SSP2_45;Volume_Cumulative_SSP5_85;Volume_Cumulative_penalty;Volume_Cumulative_Lower_99CI;Volume_Cumulative_Upper_99CI
1.01.2050;1802.36;1581.94;1501.30;1309.81;-1989.214076;0;26943.20754
1.02.2050;1877.52;1658.54;1577.86;1385.27;-1920.537082;0;27115.80309
1.03.2050;1946.20;1729.15;1648.93;1458.77;-1853.091376;0;27269.05139
1.04.2050;2013.64;1798.45;1717.02;1529.45;-1797.884883;0;27422.27109
1.05.2050;2068.85;1855.96;1777.09;1592.58;-1759.96726;0;27575.69017
1.06.2050;2106.77;1894.39;1815.39;1627.43;-1732.356312;0;27769.41122
1.07.2050;2134.38;1914.12;1833.84;1637.60;-1776.686763;0;27808.61683
1.08.2050;2101.66;1868.32;1779.55;1578.37;-1913.116201;0;27751.03813
1.09.2050;2001.05;1767.94;1680.76;1481.58;-2044.541101;0;27717.57037
1.10.2050;1904.20;1678.35;1589.08;1386.87;-2137.873436;0;27706.24201
1.11.2050;1835.47;1618.53;1531.32;1331.86;-2169.322238;0;27755.26768
1.12.2050;1812.33;1597.83;1510.96;1305.36;-2156.004165;0;27966.28029
